199.09	0.00
199.89	8.00
200.69	5.00
201.50	5.00
202.30	5.00
203.10	2.00
203.90	-5.00
204.70	4.00
205.50	4.00
206.30	2.00
207.10	5.00
207.90	0.00
208.70	5.00
209.51	2.00
210.31	-1.00
211.11	4.00
211.91	0.00
212.71	2.00
213.51	-3.00
214.31	-1.00
215.11	5.00
215.91	12.00
216.71	6.00
217.51	-3.00
218.31	1.00
219.11	9.00
219.91	2.00
220.71	-1.00
221.51	2.00
222.31	7.00
223.11	6.00
223.90	-2.00
224.70	6.00
225.50	2.00
226.30	0.00
227.10	6.00
227.90	1.00
228.70	5.00
229.50	-4.00
230.30	5.00
231.10	7.00
231.89	1.00
232.69	2.00
233.49	4.00
234.29	-1.00
235.09	-3.00
235.89	3.00
236.68	4.00
237.48	0.00
238.28	9.00
239.08	3.00
239.88	7.00
240.67	2.00
241.47	-2.00
242.27	-4.00
243.07	-1.00
243.86	0.00
244.66	1.00
245.46	2.00
246.26	7.00
247.05	5.00
247.85	-1.00
248.65	-1.00
249.44	4.00
250.24	4.00
251.04	-2.00
251.83	3.00
252.63	6.00
253.43	5.00
254.22	4.00
255.02	2.00
255.82	4.00
256.61	8.00
257.41	-5.00
258.21	-2.00
259.00	0.00
259.80	6.00
260.59	6.00
261.39	11.00
262.19	7.00
262.98	-2.00
263.78	5.00
264.57	2.00
265.37	-3.00
266.16	-1.00
266.96	3.00
267.75	1.00
268.55	5.00
269.34	8.00
270.14	2.00
270.93	1.00
271.73	2.00
272.52	5.00
273.32	3.00
274.11	0.00
274.91	4.00
275.70	-2.00
276.50	1.00
277.29	2.00
278.09	2.00
278.88	0.00
279.67	6.00
280.47	6.00
281.26	0.00
282.06	4.00
282.85	5.00
283.64	0.00
284.44	3.00
285.23	4.00
286.02	1.00
286.82	-1.00
287.61	6.00
288.40	3.00
289.20	5.00
289.99	9.00
290.78	1.00
291.58	2.00
292.37	2.00
293.16	0.00
293.95	3.00
294.75	4.00
295.54	4.00
296.33	1.00
297.13	0.00
297.92	4.00
298.71	-2.00
299.50	0.00
300.29	3.00
301.09	2.00
301.88	6.00
302.67	2.00
303.46	2.00
304.25	3.00
305.05	3.00
305.84	2.00
306.63	7.00
307.42	-3.00
308.21	2.00
309.00	2.00
309.79	-3.00
310.59	2.00
311.38	1.00
312.17	4.00
312.96	5.00
313.75	0.00
314.54	3.00
315.33	4.00
316.12	5.00
316.91	0.00
317.70	1.00
318.49	10.00
319.28	3.00
320.07	1.00
320.87	4.00
321.66	2.00
322.45	1.00
323.24	1.00
324.03	-1.00
324.82	-1.00
325.61	0.00
326.39	4.00
327.18	-1.00
327.97	0.00
328.76	-2.00
329.55	-1.00
330.34	-2.00
331.13	5.00
331.92	9.00
332.71	8.00
333.50	2.00
334.29	7.00
335.08	1.00
335.87	10.00
336.65	-1.00
337.44	-1.00
338.23	9.00
339.02	6.00
339.81	6.00
340.60	13.00
341.39	-1.00
342.17	-3.00
342.96	1.00
343.75	2.00
344.54	7.00
345.33	0.00
346.11	0.00
346.90	8.00
347.69	3.00
348.48	1.00
349.26	3.00
350.05	3.00
350.84	1.00
351.63	0.00
352.41	6.00
353.20	0.00
353.99	-1.00
354.78	7.00
355.56	8.00
356.35	2.00
357.14	2.00
357.92	4.00
358.71	-1.00
359.50	3.00
360.28	10.00
361.07	3.00
361.86	5.00
362.64	8.00
363.43	-2.00
364.21	-2.00
365.00	8.00
365.79	-1.00
366.57	4.00
367.36	2.00
368.14	1.00
368.93	2.00
369.72	-7.00
370.50	3.00
371.29	4.00
372.07	-4.00
372.86	0.00
373.64	0.00
374.43	4.00
375.21	2.00
376.00	0.00
376.78	1.00
377.57	0.00
378.35	2.00
379.14	-3.00
379.92	5.00
380.71	4.00
381.49	0.00
382.28	7.00
383.06	7.00
383.84	-3.00
384.63	4.00
385.41	1.00
386.20	4.00
386.98	3.00
387.76	5.00
388.55	5.00
389.33	5.00
390.12	4.00
390.90	5.00
391.68	0.00
392.47	1.00
393.25	2.00
394.03	8.00
394.82	10.00
395.60	-4.00
396.38	1.00
397.17	7.00
397.95	8.00
398.73	-2.00
399.51	-3.00
400.30	5.00
401.08	3.00
401.86	9.00
402.65	4.00
403.43	1.00
404.21	7.00
404.99	7.00
405.77	3.00
406.56	-1.00
407.34	2.00
408.12	-1.00
408.90	10.00
409.68	6.00
410.47	2.00
411.25	5.00
412.03	0.00
412.81	2.00
413.59	-1.00
414.37	0.00
415.16	1.00
415.94	8.00
416.72	8.00
417.50	7.00
418.28	2.00
419.06	10.00
419.84	1.00
420.62	-1.00
421.40	0.00
422.18	7.00
422.96	6.00
423.74	4.00
424.53	6.00
425.31	3.00
426.09	3.00
426.87	-2.00
427.65	6.00
428.43	2.00
429.21	1.00
429.99	1.00
430.77	4.00
431.55	-4.00
432.33	2.00
433.10	10.00
433.88	8.00
434.66	1.00
435.44	2.00
436.22	7.00
437.00	3.00
437.78	8.00
438.56	4.00
439.34	1.00
440.12	2.00
440.90	10.00
441.68	6.00
442.45	4.00
443.23	3.00
444.01	3.00
444.79	8.00
445.57	17.00
446.35	26.00
447.13	28.00
447.90	20.00
448.68	11.00
449.46	9.00
450.24	9.00
451.02	0.00
451.79	5.00
452.57	5.00
453.35	-3.00
454.13	-4.00
454.90	6.00
455.68	12.00
456.46	4.00
457.24	9.00
458.01	3.00
458.79	11.00
459.57	6.00
460.34	4.00
461.12	8.00
461.90	2.00
462.67	8.00
463.45	9.00
464.23	7.00
465.00	-2.00
465.78	4.00
466.56	1.00
467.33	7.00
468.11	3.00
468.89	14.00
469.66	15.00
470.44	20.00
471.21	15.00
471.99	16.00
472.77	7.00
473.54	6.00
474.32	2.00
475.09	4.00
475.87	6.00
476.64	2.00
477.42	8.00
478.19	1.00
478.97	1.00
479.75	7.00
480.52	10.00
481.30	2.00
482.07	6.00
482.84	4.00
483.62	1.00
484.39	4.00
485.17	6.00
485.94	5.00
486.72	9.00
487.49	10.00
488.27	5.00
489.04	8.00
489.82	9.00
490.59	14.00
491.36	15.00
492.14	19.00
492.91	11.00
493.68	14.00
494.46	9.00
495.23	3.00
496.01	6.00
496.78	4.00
497.55	6.00
498.33	11.00
499.10	10.00
499.87	14.00
500.65	28.00
501.42	30.00
502.19	29.00
502.96	28.00
503.74	24.00
504.51	20.00
505.28	12.00
506.06	12.00
506.83	11.00
507.60	4.00
508.37	8.00
509.15	5.00
509.92	9.00
510.69	6.00
511.46	5.00
512.23	18.00
513.01	14.00
513.78	6.00
514.55	10.00
515.32	7.00
516.09	7.00
516.86	7.00
517.64	4.00
518.41	8.00
519.18	9.00
519.95	9.00
520.72	11.00
521.49	12.00
522.26	9.00
523.03	11.00
523.81	1.00
524.58	6.00
525.35	-3.00
526.12	8.00
526.89	-2.00
527.66	2.00
528.43	2.00
529.20	-1.00
529.97	4.00
530.74	6.00
531.51	6.00
532.28	17.00
533.05	14.00
533.82	17.00
534.59	16.00
535.36	12.00
536.13	7.00
536.90	2.00
537.67	2.00
538.44	3.00
539.21	1.00
539.98	6.00
540.75	1.00
541.52	10.00
542.28	7.00
543.05	8.00
543.82	11.00
544.59	6.00
545.36	14.00
546.13	12.00
546.90	9.00
547.67	10.00
548.43	10.00
549.20	10.00
549.97	2.00
550.74	3.00
551.51	7.00
552.28	2.00
553.04	0.00
553.81	10.00
554.58	3.00
555.35	7.00
556.12	5.00
556.88	4.00
557.65	6.00
558.42	3.00
559.19	6.00
559.95	7.00
560.72	4.00
561.49	2.00
562.25	1.00
563.02	8.00
563.79	2.00
564.56	5.00
565.32	8.00
566.09	5.00
566.86	10.00
567.62	9.00
568.39	10.00
569.16	11.00
569.92	4.00
570.69	9.00
571.46	6.00
572.22	5.00
572.99	11.00
573.75	10.00
574.52	13.00
575.29	17.00
576.05	19.00
576.82	20.00
577.58	18.00
578.35	13.00
579.11	13.00
579.88	9.00
580.64	12.00
581.41	14.00
582.18	6.00
582.94	18.00
583.71	10.00
584.47	10.00
585.24	17.00
586.00	20.00
586.77	14.00
587.53	12.00
588.29	17.00
589.06	13.00
589.82	9.00
590.59	15.00
591.35	4.00
592.12	9.00
592.88	12.00
593.65	6.00
594.41	7.00
595.17	12.00
595.94	13.00
596.70	19.00
597.46	10.00
598.23	13.00
598.99	5.00
599.76	10.00
600.52	14.00
601.28	13.00
602.05	16.00
602.81	9.00
603.57	6.00
604.33	10.00
605.10	20.00
605.86	17.00
606.62	19.00
607.39	31.00
608.15	55.00
608.91	123.00
609.67	257.00
610.44	434.00
611.20	567.00
611.96	665.00
612.72	776.00
613.49	852.00
614.25	916.00
615.01	961.00
615.77	1014.00
616.53	1077.00
617.30	1080.00
618.06	1118.00
618.82	1061.00
619.58	874.00
620.34	759.00
621.10	694.00
621.87	665.00
622.63	619.00
623.39	570.00
624.15	490.00
624.91	475.00
625.67	541.00
626.43	549.00
627.19	574.00
627.95	688.00
628.71	873.00
629.47	1933.00
630.24	9155.00
631.00	21475.00
631.76	32578.00
632.52	36507.00
633.28	29397.00
634.04	20495.00
634.80	12295.00
635.56	4219.00
636.32	1284.00
637.08	803.00
637.84	710.00
638.60	683.00
639.36	610.00
640.12	499.00
640.88	449.00
641.63	365.00
642.39	343.00
643.15	337.00
643.91	306.00
644.67	284.00
645.43	289.00
646.19	276.00
646.95	253.00
647.71	200.00
648.47	138.00
649.22	90.00
649.98	53.00
650.74	33.00
651.50	27.00
652.26	25.00
653.02	21.00
653.78	18.00
654.53	16.00
655.29	11.00
656.05	12.00
656.81	15.00
657.57	15.00
658.32	17.00
659.08	9.00
659.84	16.00
660.60	8.00
661.35	11.00
662.11	9.00
662.87	8.00
663.63	17.00
664.38	12.00
665.14	11.00
665.90	7.00
666.65	6.00
667.41	9.00
668.17	11.00
668.92	7.00
669.68	7.00
670.44	8.00
671.19	6.00
671.95	10.00
672.71	9.00
673.46	3.00
674.22	8.00
674.98	0.00
675.73	2.00
676.49	3.00
677.24	14.00
678.00	11.00
678.76	13.00
679.51	1.00
680.27	11.00
681.02	7.00
681.78	9.00
682.53	3.00
683.29	7.00
684.04	3.00
684.80	10.00
685.55	6.00
686.31	9.00
687.06	8.00
687.82	6.00
688.57	4.00
689.33	3.00
690.08	3.00
690.84	5.00
691.59	6.00
692.35	12.00
693.10	4.00
693.86	4.00
694.61	7.00
695.36	6.00
696.12	4.00
696.87	2.00
697.63	1.00
698.38	4.00
